,66
limited,1
unencumbered,1
tripolitan,1
secondly,1
resist,1
desirable,10
needful,1
desirably,1
facilities,1
protest,1
woods,1
aegis,1
astray,1
resisted,2
captain,4
integrity,4
assembled,5
aggression,3
consider,14
whose,23
revoking,1
violate,2
obstructions,1
paris,5
contained,1
james,4
containing,2
presents,6
countryman,1
restriction,1
whatsoever,5
under,76
sorry,1
pride,2
worth,1
sinking,1
applied,8
unrighteous,1
adverting,2
exempt,1
risk,2
coercions,1
dispense,2
desired,2
misunderstanding,1
appropriation,9
every,55
gratification,3
govern,2
affect,1
bringing,8
encounter,1
four,9
disturb,5
publicly,1
metals,1
clothed,1
thirty-first,1
arrayed,1
trespasses,1
extinguishment,1
red,11
enclosing,1
sleep,1
shows,4
heading,1
clothes,3
irrelative,1
force,43
speck,1
infancy,1
awake,1
lessen,7
cordially,2
justices,1
estimates,7
direct,6
complement,4
horn,1
likely,5
persuade,1
governor,5
subordinate,3
friendships,1
estimated,2
even,12
established,11
errors,4
relieving,1
voluminous,1
desirous,1
decisions,1
selected,2
contributed,1
near,9
liberty,10
consequent,2
liberated,4
hostile,2
consolidates,1
above,5
conduct,10
new,47
increasing,6
ever,10
excises,1
harbors,34
told,1
deemed,14
dispatched,1
notions,1
offenses,1
join,2
ulterior,1
men,34
disposable,1
here,31
reported,1
fairly,1
protection,17
pursuit,7
active,4
path,2
requite,1
effectually,5
obtained,7
voice,2
rests,1
pretensions,1
leaves,1
settles,1
proportioned,3
reports,1
controversy,1
credit,3
harass,1
calculations,3
abolition,1
permit,4
military,19
stipulated,3
changes,2
punishment,5
divide,1
vaults,1
geography,3
explained,2
meriting,1
erected,3
county,2
visible,1
moral,4
guests,1
total,2
cherishing,1
criminals,1
would,87
army,8
met,1
spaniards,1
indians,10
world's,1
insult,3
occupying,1
bayou,1
[of,1
noting,1
call,20
therefore,34
passport,1
recommend,4
strike,1
survive,1
liberally,2
cherokee,2
until,8
separated,3
tolerated,1
tranquillity,1
successful,5
brings,2
expose,1
hereby,4
acceded,1
wars,6
hurt,1
equipments,1
connecticut,2
menaced,1
arms,9
former,17
excellent,1
flotilla,2
midst,1
inhabited,1
circumstances,34
me,39
war_,1
emporiums,1
whensoever,1
room,2
err,1
rights,29
pursue,9
work,7
refusing,1
worn,1
repaid,1
ere,1
obstacle,2
era,1
mechanic,1
mr,8
exceptions,1
revenues,2
my,83
example,6
quarrel,1
merchant,1
indicated,1
give,27
unjust,2
household,7
preserving,4
unprofitable,1
nootka,1
involve,2
fronting,1
caution,1
reviewing,2
want,10
auguring,1
drive,1
times,12
crimes,1
advancing,4
absolute,1
reinforcement,1
hoe,1
end,2
unpaid,2
inhabitants,10
behooves,1
how,18
monroe,1
adjacent,3
messrs,3
answer,6
ordinary,12
surcharge,1
resignation,1
gun-boats,12
commencing,2
fever,2
minority,3
mouths,1
barbarians,1
after,26
movable,2
customs,3
shores,3
wrong,11
piercing,1
lay,9
destined,5
charleston,2
president,5
law,43
correctives,1
parallel,1
suspected,1
purchase,9
collecting,2
attempt,2
effective,1
alienate,1
neutrals,3
austin,2
seduce,1
acknowledged,3
discontinued,1
maintain,14
ultimate,1
africa,1
enter,8
operate,2
order,21
destroy,2
efficaciously,3
operations,2
peaceably,1
cession,3
infested,1
office,16
inconclusive,1
consent,7
over,11
vary,1
satisfied,2
proportionate,2
wide-spread,1
mary's,1
guidance,1
london,5
appropriating,1
fidelity,6
becaue,1
partisans,1
mayor,1
before,50
fit,2
defrauded,1
personal,4
heretofore,7
unprovided,4
occupations,3
expectations,4
comprehend,2
better,15
narrowest,1
descend,1
endeavoring,1
omitted,2
ceases,1
rescinding,1
sheltered,1
then,37
them,252
affected,3
diseases,1
combination,2
prevented,2
weakness,2
unemployed,2
safe,9
visitations,1
diseased,1
nowise,1
effects,4
they,178
indulge,1
divesting,1
township,1
yourself,8
arrogate,1
bank,6
bread,2
several,18
progression,1
redelivery,1
usage,2
indemnifications,1
alternately,1
factories,2
emolument,1
pains,2
reasonable,9
fitness,2
went,1
piratical,1
side,16
mean,4
consolidate,2
prohibit,3
observance,4
directly,3
voyages,1
councils,5
habitation,1
principles,18
wilkinson,5
taught,1
trading,6
combining,1
navy,7
aids,5
allay,1
collector,3
clothe,2
contend,1
prohibitions,1
merchants,3
fevers,1
god,1
sovereigns,1
forty,1
vessels,50
strangers,2
laid,23
adapt,1
comprehensive,1
medicine,1
surprise,1
newly,1
cheerfully,1
forth,2
independence,3
foundation,1
provide,11
disputed,1
assured,5
interchange,2
threatened,5
little,12
free,15
standard,1
admits,1
peculiarities,1
aboriginal,1
salutary,6
faculties,3
elsewhere,2
forcibly,1
enlarge,2
enlightened,2
wanted,3
unauthorised,1
consciousness,1
exposing,1
created,2
condemnations,1
messages,2
days,5
adjustment,2
renew,1
disturbed,2
oppose,2
incorporated,1
reserving,2
broken,1
footsteps,1
inspectors,1
deed,1
already,24
twenty-two,1
suspension,7
render,13
enables,1
encouraging,1
thereof,6
hearing,1
channels,2
clear,2
instruct,3
establishments,3
another,21
sober,1
specially,1
diligently,1
abundantly,1
pretenses,1
service,28
indicate,1
protracted,1
heights,1
plentiful,1
needed,1
confirming,1
perturbations,1
rates,1
too,30
corpus,2
john,1
bitter,1
ascendency,1
shallowness,1
listen,1
reparation,2
paltry,1
rest,5
happily,2
rescue,1
convention,13
serve,3
took,6
rejected,1
wisdom,18
tokens,1
rectified,1
incur,2
western,16
kept,7
requisite,8
peculiar,3
distance,5
peril,2
divert,1
enabled,17
scenes,2
imputation,2
nations,49
preparation,5
matter,5
guilt,2
endure,1
arraignment,2
design,2
seized,2
powers,37
acquisition,7
refreshment,1
manned,3
sees,1
exploring,2
respecting,10
boston,1
enjoin,2
mind,8
mine,1
manner,9
impelled,1
crew,4
seem,4
regulate,3
seek,3
high-minded,1
relatively,1
affairs,15
strength,5
genuine,1
water-path,1
convenient,5
latter,5
responsible,1
snow,1
crews,2
recommended,4
practices,6
doors,2
neither,2
vauntings,1
demoralizing,1
geographers,1
residue,5
insulated,1
acquire,3
prohibition,1
committing,4
though,7
desert,1
visionary,1
diminishing,1
disallowing,1
extending,4
involving,1
mouth,9
reverence,2
commanding,7
exercises,2
manifested,9
morality,2
reimbursement,1
assisting,2
observation,4
alarm,2
flow,2
dispensations,1
reputation,3
principle,20
enterprise,29
canker,1
entertaining,1
section,1
came,3
reserve,3
saying,1
renewed,2
inspire,2
hunger,1
insects,1
lewis,5
jurisdiction,8
precarious,1
ending,6
treaties,3
attempts,1
officering,1
supplied,3
respectfully,1
participate,2
earth,5
july,1
orleans,22
judges,6
submit,2
latent,1
proposed,17
cherokees,2
became,1
varied,1
delays,2
debts,7
abler,1
endeavored,2
wasting,1
institution,7
remittance,1
rich,3
pursuing,6
announce,3
adequate,4
predecessor,1
do,40
ties,1
mixture,1
hostility,1
watch,1
perceive,1
leisure,1
coast,10
mention,1
altogether,1
report,2
quarters,2
comply,1
societies,1
earl,1
runs,2
bar,1
spilling,1
countries,5
exchanged,1
chesapeake,4
suffrage,2
unoffending,1
public,87
children's,1
bad,3
inducement,1
adherence,1
reposed,3
explanations,5
secretary,11
decides,1
presuming,1
fair,7
habit,3
expediency,4
paiment,1
recieve,1
bled,1
decided,6
result,9
cattle,1
discussions,4
observed,3
best,30
subject,32
voyage,1
said,14
profession,1
rare,1
away,5
afloat,1
gentleman,2
solicitude,2
continent,4
stamps,1
unable,1
cooperation,2
deputies,1
previous,4
tolerance,1
discovery,2
preserve,6
wage,1
we,210
never,18
terms,6
extend,4
nature,10
purity,1
veil,1
however,25
authorizing,3
extent,15
defiance,4
debt,37
kaskaskias,1
improve,2
pity,1
received,28
protect,12
accident,3
disdain,1
country,89
ill,2
uncertainty,2
identifying,1
against,50
materially,2
estates,1
creditors,1
exceeds,2
expense,13
adapted,7
admission,3
contentions,1
negotiation,3
and,1454
twenty-three,1
goodrich,3
appeared,5
character,20
composing,2
agitators,1
vast,1
seizure,1
incessant,1
dissipating,2
springs,1
administrations,1
trust,11
objections,1
apprehended,3
speak,3
gratitude,5
proceeded,6
unhappily,1
reconsideration,1
concluison,1
union,21
remained,2
three,10
been,194
particulars,1
inculcating,1
much,30
interest,34
expected,11
entered,6
factures,1
burthen,3
duties,27
board,1
dry,2
life,16
families,9
easy,1
prosperous,1
eastern,3
suppress,4
concerning,1
republicans,1
excite,1
affixed,2
irvine,1
moneys,3
confinement,1
occurrences,2
exactions,1
theater,1
regretted,1
spin,2
violations,3
deliberations,3
commerce,43
exception,2
spasms,1
ahead,1
contemplated,11
apprehension,2
able-bodied,1
ocmulgee,1
originate,1
contingencies,1
economies,1
kentucky,3
excited,1
employ,4
flatlands,1
misconstrued,1
fornications,1
thousandth,2
appeals,1
aid,19
property,20
anchor,2
procedure,1
natives,2
seven,2
compliance,3
preeminent,1
mexico,4
honorable,5
is,243
it,341
defeated,2
expenses,15
obeying,1
oakmulgee,1
eighteen,2
anticipating,1
ramifications,1
in,720
victims,1
evincing,1
trusted,5
if,57
grown,1
explicitly,1
confirmed,2
waging,1
adversaries,1
perform,2
things,21
make,25
intersecting,2
_myself_,1
degradations,1
harmony,9
unfortunate,1
vegetable,1
principals,1
entitled,6
exertion,2
independent,4
tiffin,1
governors,5
declaring,1
dissolution,1
conversion,1
evil,2
hand,14
seamen,10
hastening,1
characters,8
jealous,1
prosecuting,1
protected,1
opportunity,6
fulfillment,1
censures,1
prescribed,1
narrow,2
practiced,3
suspicions,2
possibly,2
embarrassments,2
possessed,7
humble,1
numerous,2
suffering,1
ocean,16
efficient,1
approbation,6
materials,6
greatest,6
prescribes,1
pursued,8
claims,9
the,3061
yours,2
left,17
opinions,9
assembling,1
traditions,1
quoted,1
sentence,1
mills,1
repose,2
ideas,1
assigned,3
reformation,3
identify,1
thanks,2
human,7
facts,5
houses,13
yet,37
secure,9
adding,1
liberation,2
candidate,1
instance,3
regarded,3
indispensable,2
had,92
log-line,1
counted,1
evidences,1
spread,3
long-lost,1
retreat,1
beloved,5
requiring,5
outset,2
has,132
humanity,2
gave,6
threatens,3
genevieve,1
capt,1
advances,1
possible,5
firmer,1
auspicious,1
injuring,1
birth,2
wanting,7
judge,8
cape,5
replace,1
unfounded,1
advanced,10
apart,1
desire,17
brought,12
appearing,1
steadily,1
gift,1
hogs,1
zeal,9
cool,1
hunt,1
unnecessary,8
specific,4
remind,2
steps,4
officer,10
arbitrary,1
security,13
refitting,1
flattered,1
right,24
conciliation,2
deal,1
people,36
creed,1
captive,1
productions,4
election,1
choctaw,1
escape,1
dear,2
animate,1
contests,1
repeated,2
rapidity,1
enemies,4
denies,1
congratulate,2
friend,1
proceeding,8
for,403
collect,1
armed,20
companions,1
ice,3
everything,3
individuals,15
enterprises,7
disappears,1
dispelled,1
offices,12
beating,1
participation,3
splendor,1
reloans,2
washita,2
corn,1
confer,2
choctaws,1
enlighten,2
defensive,5
burr,7
losing,1
post,4
permitted,14
shaken,2
proceed,8
limitation,2
census,2
restlessness,1
attacks,1
theirs,4
newspapers,1
citizens,73
hostilities,3
o,2
constituting,1
trustworthy,1
distinct,3
despair,1
guns,1
horizon,1
cherish,4
improprieties,1
islands,1
efforts,5
neutrality,2
marshal,1
functions,12
treble,1
considerations,7
raised,5
formerly,5
civic,1
civil,8
prisoners,2
successive,1
obtaining,3
bound,2
appoints,1
advantages,3
accommodate,1
thankful,1
explain,2
inclusive,1
furnishing,5
doctrine,1
old,4
refined,1
reducing,4
east,2
rely,3
knowingly,1
deliberated,1
support,16
constantly,5
legislation,4
sovereign,4
class,1
avail,3
infecting,1
accordingly,3
cultivation,1
iniquity,1
authorized,13
way,17
greatness,1
letter,3
vacated,1
was,107
war,62
cloth,1
happy,6
questionable,1
intolerance,4
head,2
insurrection,1
danbury,1
offer,6
forming,3
becoming,4
differences,8
snows,1
ceded,6
pierre,1
consolatory,1
failure,5
talents,1
leagues,1
indiana,2
sustained,1
incommunicable,1
removed,2
true,4
assented,1
comprehending,1
evinced,1
continuance,10
absent,1
counsel,2
portions,4
builds,1
born,1
spun,1
prevents,1
bargain,1
tell,4
sheds,1
authorization,1
interdicting,2
motion,1
breathe,1
promises,2
strengthening,3
liberal,2
exerting,1
condign,1
stronger,1
umpire,1
warring,1
twenty,1
israel,1
regimt,1
evidence,6
despotism,1
subsist,1
exist,1
injurious,5
negotiations,8
physical,2
marking,1
faithful,8
dying,1
no,68
agreeing,1
whereas,1
generally,10
perceiving,1
actor,1
credibility,1
conditions,6
republic,1
alleghany,1
papers,4
test,2
unwilling,1
superfluous,2
shrink,1
permitting,2
fulfill,2
brothers,10
savage,1
models,1
dies,1
preceding,10
felt,3
concurrent,1
fell,2
invested,4
levied,1
professional,1
authorities,16
discharge,15
aware,1
seeing,1
digested,1
began,1
younger,3
undisturbed,6
bestowed,1
assume,1
fears,2
changed,1
flag,2
together,10
smooth,1
reception,1
time,77
moreover,4
conferred,1
parcels,1
restored,4
irresponsible,1
neighbors,15
breadth,3
allowed,1
rom,1
corps,2
regulars,3
strengthened,2
keep,6
relieve,2
alternatives,1
leads,3
mild,1
recess,1
grateful,3
foundations,2
incorporation,1
commentaries,1
contraventions,1
devoted,1
certainly,3
hold,3
depend,4
confide,1
religion,7
producing,1
father,5
uneasy,1
passage,3
recurrence,1
answered,1
charge,5
prolonging,1
permanently,2
reformations,1
discovering,1
suffered,2
must,27
third,1
censorship,1
abundance,1
string,1
advantage,5
unreached,1
cheap,1
keeping,2
choice,5
emergencies,2
bustle,1
tripoli,6
word,1
fullest,1
fifty,4
exact,7
governments,8
perceived,1
clouds,2
banished,1
presented,2
did,5
permits,1
posts,4
gun,1
ascertaining,2
ox,1
leave,11
unessential,1
settle,1
offering,3
encroach,1
edicts,2
accumulation,3
unaware,1
inconsistent,3
prevent,2
revolution,3
says,2
regret,1
bravo,1
injunction,1
discover,1
d,6
inland,1
neglect,1
cost,6
entertained,1
arm,1
patient,1
port,9
endangering,1
adds,1
constitution,19
seventy-four,1
contracted,1
havoc,1
uniform,3
business,7
looking,1
supplies,4
falling,1
appeal,2
satisfy,5
supporting,1
dictates,1
explosion,1
efficacious,1
guardian,1
clerk,1
unobserved,1
availed,1
french,8
understanding,11
liquors,2
contemplate,4
entertain,2
yards,2
address,1
alone,12
along,3
appears,3
change,20
sending,1
redemption,3
flames,2
canadian,1
expressly,1
endow,1
recollected,1
seaboards,1
wherever,1
sift,1
bow,1
expulsion,1
trial,7
breadth-from,1
descended,3
franklin,1
usually,4
hospitality,7
therein,3
navigation,13
country's,2
vigorous,1
slackened,1
pause,2
hither,2
love,8
morals,2
overspread,1
merely,5
prefer,1
marked,4
bloody,2
sincerely,6
traversing,3
rarely,2
isles,1
market,1
russian,1
undergone,1
heaven,1
troops,7
prove,2
lieutenants,1
visit,10
by,396
wrongs,5
territories,12
live,11
wood,1
prey,1
opposed,1
scope,1
wounded,1
angels,1
lessened,1
forced,4
wicked,2
reenforcements,1
shine,1
entrance,4
artillery,2
afford,3
subsistence,4
refrain,1
approving,2
pittsburg,1
virtue,2
sets,1
rendered,10
cases,7
enervated,1
seventy-three,1
inhabit,1
behalf,2
fly,2
autumn,1
fourths,1
deserved,1
avoiding,1
originally,4
modified,1
longitude,2
unimproved,1
districts,2
regions,1
renders,3
can,63
believed,4
making,6
detached,1
arrive,1
dollars,18
slightest,1
intelligibly,1
claim,3
months,2
reasonably,2
stream,3
december,7
arise,4
unoppressed,1
agent,12
supremacy,1
heard,1
fortunes,1
performed,2
council,7
exclude,1
offense,2
thirty-three,1
clothing,3
occur,3
knolege,3
winter,2
dispositions,13
inclosed,1
secured,3
means,34
species,1
write,1
till,3
infringements,1
vital,3
sword,1
sighs,1
unsettled,2
persuasion,3
eight,7
displacements,1
economy,6
map,2
rigors,1
vicennes,1
may,162
misrepresented,1
fed,1
southern,3
respective,5
cease,3
applications,1
produce,15
mankind,2
date,5
such,82
heroes,1
destructive,1
nomination,1
man,21
disagreeable,1
cod,2
natural,4
remember,2
advices,1
conscious,1
whenever,6
borrowing,1
indulgences,2
st,7
inform,12
so,88
deposit,2
deceive,1
subsisting,2
representation,1
clarke,3
talk,2
impartially,1
exclusive,3
acts,7
shield,1
repair,4
surpluses,4
indeed,19
pointed,2
availing,3
displayed,1
consulting,1
years,15
furnishes,1
course,48
unfavorable,1
equip,1
cold,1
still,35
worship,1
tendency,2
colorado,2
implicating,1
tending,1
police,2
despotic,1
acknowledge,2
interesting,10
presence,4
troubles,1
vicinity,1
incendiaries,1
regency,1
forms,5
war-office,1
offers,2
suspicion,2
farmer,1
policy,7
hewes,1
troubled,1
happened,4
correspondence,1
conveying,1
finance,1
thereby,5
views,10
bay,1
introduce,1
nation,53
boats,11
qualified,1
awaited,1
half,18
not,184
now,66
provision,8
killed,3
nor,17
possess,10
administer,4
term,4
equality,3
name,5
lies,1
january,2
retrieved,1
_you_,1
establishing,8
apprehensions,1
uncultivated,1
nashville,1
magazines,1
entirely,2
quarter,17
vexation,1
liberating,1
individually,2
square,1
unproductive,1
shews,1
sugars,1
sabine,6
incourage,1
conventions,1
prompter,1
farewell,1
peltries,1
begun,5
year,45
cargos,1
happen,6
avoided,3
self-government,3
plans,2
canada,2
living,4
ultimately,1
concur,3
opened,3
intercourse,25
infuriated,1
profit,1
abide,1
hastily,1
increase,9
collisions,3
seriously,1
navigating,2
weakened,1
ruinous,1
receiving,1
correct,7
assurance,3
monopolized,1
virtues,1
attended,1
mercantile,2
combated,1
annoyance,2
interpose,1
million,2
bodily,1
authorizes,1
possibility,1
quite,2
remittances,1
unfriendly,1
dependencies,1
complicated,1
besides,4
repurchase,1
obligation,1
dispatches,3
accommodation,5
care,20
patronage,4
advance,10
unsuccessful,1
contemplation,3
surmises,3
language,1
impose,3
affidavit,1
british,16
honest,10
`unfit,1
thing,3
place,48
thankfulness,1
mortars,1
accouterments,1
associates,2
think,15
first,34
blind,1
intervening,2
suspend,2
saving,2
revenue,17
spoken,1
jealousy,1
accruing,2
enjoining,1
one,55
consecrate,1
americans,1
amidst,2
suspended,3
spanish,10
carry,8
impossible,2
message,3
custom,2
open,10
seaport,7
discharged,3
millions,31
disinterested,1
city,10
given,28
necessarily,8
sheet,1
monopolizing,1
district,8
lightened,1
impracticability,1
seas,11
returns,1
consistent,1
bounty,1
white,2
west,4
occupancy,1
gives,3
seduced,1
acquisitions,1
eyes,2
pomp,1
indispensably,1
that,505
season,10
taxation,3
hurtful,1
alabamas,1
inexpressible,1
administered,1
interdict,1
apprized,1
vain,1
copy,5
than,47
population,8
wide,3
preventing,5
unfortunately,1
sailing,1
framers,1
require,18
folly,1
diplomatic,1
transferred,3
discernment,1
confederating,1
future,17
were,76
extinguish,3
innovations,1
oath,1
prospect,6
fork,2
addressing,2
hearty,3
mountains,3
conspirators,1
counteraction,1
say,11
plunge,1
tunis,3
exchanging,2
decrees,4
sap,1
saw,2
any,102
preservative,1
accounted,1
prosperity,10
confirmation,1
form,14
coal,1
spoliations,6
propagation,1
soliciting,1
instructed,3
sciences,1
emphasis,1
animation,1
take,26
repeatedly,1
thermometer,1
interior,1
performance,1
fellow-men,1
wonder,1
channel,1
dread,1
authorising,1
urge,1
begin,5
supplications,1
theatre,1
opposite,4
candidly,2
invasions,1
price,7
compress,1
paid,15
falls,2
donation,1
occurred,1
tract,2
multiply,4
flowing,1
america,2
authorised,3
voluntary,3
forever,4
ships-of-the-line,2
especially,11
payable,2
considered,8
adopt,5
steady,3
sale,6
crafty,1
managing,1
intrusions,1
reforming,1
endear,1
hear,1
duplication,1
salt,3
laws,38
precise,1
madison,2
convoy,1
surplus,7
regulated,1
show,4
obstinately,1
definite,2
funded,10
merit,4
sites,1
forbidding,1
bright,2
executed,2
arrears,1
southwestern,1
california,1
imagined,1
maine,1
ground,9
ratio,3
outrages,1
gulf,1
title,5
proclamation,9
treasure,2
proportion,12
written,3
outpost,1
september,10
only,42
going,5
believing,1
treasury,22
outrage,3
ostensible,1
stain,1
respectable,2
concurrence,1
lighted,2
guarded,4
sanguinary,1
pray,2
contracts,5
cannon,2
ensues,1
samuel,2
designated,1
expectation,8
disadvantageous,1
mission,7
fortifications,2
cannot,14
nearly,15
distinctly,1
awaiting,1
conjunction,3
boundary,4
village,1
regarding,1
numbersthe,1
borrow,1
yield,5
morning,2
congratulations,1
effectual,6
miles,3
liable,2
where,32
communicated,19
manages,1
convene,1
declared,5
temperance,2
honesty,1
burst,1
presentiments,1
labors,2
tranquil,2
stipulation,2
relative,4
elected,1
ascertainment,1
seal,2
purest,1
professed,2
concern,6
exterminating,1
detect,1
brave,1
inequalities,2
farmers,1
federal,3
subsequent,1
review,4
ornament,1
representatives,17
repeal,2
boundaries,7
enough,4
enumerated,1
despatching,1
between,42
affecting,2
import,1
across,5
arrival,4
multiplied,2
notice,5
parent,1
spring,1
inseparable,1
revealed,1
exhortations,1
countenance,2
spare,3
article,4
cities,5
come,11
postage,1
circumference,1
missions,1
spared,2
many,14
emergency,2
according,12
contract,3
energies,3
s,14
deputed,1
disappointment,1
stipulations,1
reluctantly,1
guardians,1
expression,2
fix,2
comes,1
duty,21
among,46
unadvisable,1
provocation,1
seaworthy,1
color,2
continuation,1
furs,3
dispatch,2
adjudication,2
satisfaction,16
maintained,6
promptness,1
learning,3
constant,8
endeavor,13
writing,4
laudable,2
considering,8
sensible,13
arts,8
capable,3
suppressed,2
certify,2
informed,3
fellow-citizens,14
mark,2
prime,1
practised,2
combined,1
motives,3
peaceful,2
borders,2
covering,4
sensibly,1
misunderstandings,2
wants,6
direction,9
educated,1
aggressions,4
searches,1
reimburse,1
offered,4
blessing,3
dates,1
observers,1
observe,3
external,4
declaration,3
quarantines,1
instant,3
expedition,5
careful,1
spirit,16
those,123
pilot,1
case,11
anti-philosophers,1
myself,10
diligent,1
distressing,1
these,123
pretence,1
consulted,1
premature,1
cast,1
proves,2
transactions,3
residence,3
situation,14
awakened,2
puckshanublee,1
conferences,4
eventually,1
determination,3
unembarrassed,1
sincere,10
engaged,13
quiet,7
anxieties,1
sudden,5
embrace,2
armaments,1
wove,1
tax-gatherer,1
commanded,2
wisely,2
ship,3
movements,3
expenditures,8
develop,3
april,3
inquire,1
pay,18
melted,1
perpetually,1
same,53
gentlemen,2
epoch,1
inquiry,2
remarkeable,1
grain,1
frequented,1
events,5
dated,1
natchez,1
extended,6
altho',1
applaud,1
assist,3
driven,1
persons,27
running,2
arose,1
intended,3
changing,3
disseminated,1
eligible,1
weave,2
implements,7
constitutionally,3
undefined,1
band,1
pennsylvania,1
vacant,1
constitutional,9
commission,1
it'[s],1
observations,7
without,44
relief,1
retrace,1
very,15
termination,3
grounds,9
moment's,1
bodies,3
justify,3
yearly,2
adoring,1
gaining,3
being,29
money,11
guided,4
conformably,1
valuable,1
safeguards,1
foot,1
civilized,2
kill,2
aspect,4
touch,1
perilous,2
captured,2
blow,1
presumption,1
gather,1
death,6
deceiving,1
seems,1
except,2
improvement,9
instrument,4
interested,3
felicities,1
extensive,8
overruling,1
real,7
discontent,1
around,6
unerring,1
rules,3
offence,1
soundly,1
sums,5
virginia,2
small-pox,1
period,9
early,9
frigate,4
preference,2
listening,1
confined,3
world,9
execution,15
disappointed,1
calculate,3
bravery,2
acquainted,6
chickasaws,2
offenders,6
roll,1
agreement,2
benefit,6
superiority,1
either,12
always,11
served,1
voluntarily,1
reduced,4
trying,1
obstruct,1
twelve,4
satisfactory,5
burdens,2
circumscribing,1
exposed,10
louisiana],1
madrid,2
enormities,1
pronounce,1
depredations,3
competition,5
supplementary,1
calculated,2
elements,2
pursuance,2
respect,9
oftener,1
divine,1
organizing,2
redeeming,2
provided,23
passions,2
countenanced,1
confirm,1
interdicted,2
footing,5
seaman,1
legal,6
countenances,1
imputed,2
provides,1
usurpations,1
moderate,4
restoring,1
welcome,3
power,30
obliged,1
reposing,2
equivalent,2
each,17
communicate,7
unusual,2
slaughter,2
intrusted,2
burthens,2
peace_,1
seducing,1
innocence,1
assemble,2
drawn,4
acknoleged,2
punishments,2
manufactures,6
on,384
conducting,1
stations,4
zealous,1
of,2195
industry,13
cares,2
reinforcing,1
meal,1
journey,9
wolf,1
remonstrance,6
testimony,5
abettors,1
or,187
road,2
redress,2
quietly,1
lands,26
fertile,1
suppression,3
feeling,1
communication,13
spreading,1
blessed,2
quotas,1
dissipation,1
inculcate,2
rising,3
determine,1
parties,4
actually,4
your,182
derne,1
fast,1
forwarded,1
her,34
calamities,1
removing,1
strictly,4
there,27
hazards,1
disposed,7
restrained,2
dispersion,1
descending,1
watched,1
lot,1
nakedness,1
forbade,1
mandates,1
affection,5
vested,2
oppressed,2
talasscee,1
dangers,4
militias,1
strikes,1
destinies,3
two-thirds,2
e,2
promote,6
with,416
algiers,2
buying,1
handsome,2
explaining,1
october,3
applying,1
monopoly,2
intermission,1
recurring,2
constrained,1
partialities,1
impute,1
impost,4
abuses,7
organize,1
irreconcilable,1
agree,2
touchstone,1
gone,3
celestial,1
citizenship,2
deliberation,2
rapids,3
exhausted,1
certain,14
galleys,2
am,17
sales,2
deep,1
fellow,27
substantially,1
as,366
enable,16
ensuing,12
at,160
politics,1
ardent,2
spite,1
bishop,2
overflowing,1
incorrect,1
again,6
cemented,1
sufferings,1
deserve,1
disapproved,1
depth,1
thither,1
field,4
gunboats,4
$which,1
you,289
borne,1
thousand,9
surest,1
conjectures,1
formed,8
armies,2
congress,53
separate,3
crime,1
endeavors,6
decree,2
includes,1
insomuch,1
vigilance,1
important,26
suited,2
serious,4
included,2
inroads,1
prudent,1
tendencies,1
building,6
overture,1
undersell,1
remote,3
calls,7
wife,1
controlled,1
requires,3
custody,1
fraudulent,1
u,14
doubted,1
missouri,20
sensibility,3
resolution,5
legislatures,1
minister,7
anarchy,1
represent,1
all,193
since,19
forget,1
lopped,1
nurseries,1
caused,4
forbidden,1
sacrifice,1
bosoms,1
month,1
